fid,plot_id,habitat_type,notes,other_note,timestamp,site_id,distance_level,transect_id,garmin_elevation,type,u2018_clc2018_v2020_20u1,landcover,id.1,elevation,lab_id,priority,n,c,k,p,mg,ca,na,units,ecec,base_saturation,exchange_acidity,al,mountain_or_enclosure,id.2,hand,x,y,flag,distance_enclosure,tier,distance_enclosure_scaled,elevation_scaled,hand_scaled,enclosure_name,enclosure_age,deer_number,area_ha,deer_density,deer_density_scaled,deer_number_scaled,enclosure_age_scaled,min_dist_enclosure,min_dist_enclosure_scaled,transect_start_elevation,elevation_rel_enc,cn,np,elevation_rel_enc_scaled,soilTypeLegendL,soilTypeLegendK,deadWoodChangeYear,deadWoodNotBefore,deadWoodNotAfter,deadWood,soilTypeLegendK_scaled,deadWoodChangeYear_scaled,deadWood_scaled
1,C1_1,Open_Coniferous,"","Half shadow Deschamps
Ia, open callamagrostis",2023/05/18 10:12:45.272,C,0,C1,,Vegetation,25,Mixed_Forest,33,865.823852539063,33,1,3.67,42.19,27.41276909,3.621146517,1.104814991,1.813376748,-0.028916442,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,33,60,13.395785,48.9449,ok,-100,Enclosures,-0.981213319191702,-0.492556264127261,-0.535241010365241,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,865.823852539063,0,11.4959128065395,1.01349116440626,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2007,2007-09-16,2008-08-31,Deadwood,711,1.02855135363562,Deadwood
2,C1_2,Deciduous_Forest,Calamagrostis almost open,"",2023/05/18 10:43:19.937,C,1,C1,,Vegetation,25,Mixed_Forest,34,854.703674316406,34,1,2.81,42.77,25.27912923,3.618055138,0.761142606,1.461107793,-0.038872951,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,34,45,13.3956866666667,48.9466216666667,ok,100,Enclosures,-0.750339597028949,-0.54493229847675,-0.70504648622467,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,137.802730435667,-0.741173441277275,865.823852539063,-11.1201782226569,15.220640569395,0.776660358347474,-0.234086733401715,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
2,C1_2,Deciduous_Forest,Calamagrostis almost open,"",2023/05/18 10:43:19.937,C,1,C1,,Vegetation,25,Mixed_Forest,34,854.703674316406,34,1,2.81,42.77,25.27912923,3.618055138,0.761142606,1.461107793,-0.038872951,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,34,45,13.3956866666667,48.9466216666667,ok,100,Enclosures,-0.750339597028949,-0.54493229847675,-0.70504648622467,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,137.802730435667,-0.741173441277275,865.823852539063,-11.1201782226569,15.220640569395,0.776660358347474,-0.234086733401715,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
9,C1_3,Mixed_Forest,"","",2023/05/18 14:17:01.017,C,2,C1,,Vegetation,23,Broad_leaved_Forest,35,904.848449707031,35,3,2.96,43.28,22.56750703,2.856860311,0.821473973,1.314360721,-0.049174536,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,35,89,13.3965233333333,48.9531083333333,ok,900,Enclosures,0.173155291622065,-0.30875042929091,-0.206950423703679,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,843.723011071438,0.106005463056949,865.823852539063,39.0245971679681,14.6216216216216,1.03610246136392,0.429615525313656,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
9,C1_3,Mixed_Forest,"","",2023/05/18 14:17:01.017,C,2,C1,,Vegetation,23,Broad_leaved_Forest,35,904.848449707031,35,3,2.96,43.28,22.56750703,2.856860311,0.821473973,1.314360721,-0.049174536,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,35,89,13.3965233333333,48.9531083333333,ok,900,Enclosures,0.173155291622065,-0.30875042929091,-0.206950423703679,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,843.723011071438,0.106005463056949,865.823852539063,39.0245971679681,14.6216216216216,1.03610246136392,0.429615525313656,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
10,C1_4,Deciduous_Forest,Plant samples from a rather slopeish place,"",2023/05/18 15:02:48.736,C,3,C1,,Vegetation,23,Broad_leaved_Forest,36,1155.12414550781,36,1,2.96,43.11,20.2473647,2.475410571,0.80296973,0.953752084,-0.05322444,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,36,294,13.394255,48.963505,ok,2100,Enclosures,1.55839762459859,0.870047983615451,2.11372441304185,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,1974.40140620473,1.46293897271713,865.823852539063,289.300292968747,14.5641891891892,1.19576123438959,3.74219481818239,"Fast ausschließlich Lockerbraunerde (podsolig, humusreich) aus (Kryo-)Sandschutt (Granit oder Gneis)",709,1980,,,No deadwood,709,-0.794358122346278,No deadwood
10,C1_4,Deciduous_Forest,Plant samples from a rather slopeish place,"",2023/05/18 15:02:48.736,C,3,C1,,Vegetation,23,Broad_leaved_Forest,36,1155.12414550781,36,1,2.96,43.11,20.2473647,2.475410571,0.80296973,0.953752084,-0.05322444,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,36,294,13.394255,48.963505,ok,2100,Enclosures,1.55839762459859,0.870047983615451,2.11372441304185,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,1974.40140620473,1.46293897271713,865.823852539063,289.300292968747,14.5641891891892,1.19576123438959,3.74219481818239,"Fast ausschließlich Lockerbraunerde (podsolig, humusreich) aus (Kryo-)Sandschutt (Granit oder Gneis)",709,1980,,,No deadwood,709,-0.794358122346278,No deadwood
3,C2_1,Open_Coniferous,Calamagrostis open,"",2023/05/18 11:27:16.439,C,0,C2,,Vegetation,25,Mixed_Forest,37,817.029907226563,37,1,3.99,42.5,29.08943797,3.676609149,0.850111879,1.407385886,-0.071456626,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,37,5,13.3999433333333,48.9427683333333,ok,-100,Enclosures,-0.981213319191702,-0.722375724262134,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,817.029907226563,0,10.6516290726817,1.08523909893583,-0.0869031565245365,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,2005,2005-08-30,2006-09-07,Deadwood,75c,0.893521022081404,Deadwood
3,C2_1,Open_Coniferous,Calamagrostis open,"",2023/05/18 11:27:16.439,C,0,C2,,Vegetation,25,Mixed_Forest,37,817.029907226563,37,1,3.99,42.5,29.08943797,3.676609149,0.850111879,1.407385886,-0.071456626,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,37,5,13.3999433333333,48.9427683333333,ok,-100,Enclosures,-0.981213319191702,-0.722375724262134,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,817.029907226563,0,10.6516290726817,1.08523909893583,-0.0869031565245365,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,2005,2005-08-30,2006-09-07,Deadwood,75c,0.893521022081404,Deadwood
8,C2_2,Open_Coniferous,"","",2023/05/18 13:22:33.332,C,1,C2,,Vegetation,25,Mixed_Forest,38,802.98974609375,38,1,3.42,42.59,19.52767882,3.181888861,0.729749712,0.983132253,0.418219257,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,38,0,13.4029516666667,48.9432416666667,ok,100,Enclosures,-0.750339597028949,-0.788504876784733,-1.21446291380296,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,131.010506255146,-0.749324827768202,817.029907226563,-14.040161132813,12.453216374269,1.07483326709443,-0.272734812643947,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
8,C2_2,Open_Coniferous,"","",2023/05/18 13:22:33.332,C,1,C2,,Vegetation,25,Mixed_Forest,38,802.98974609375,38,1,3.42,42.59,19.52767882,3.181888861,0.729749712,0.983132253,0.418219257,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,38,0,13.4029516666667,48.9432416666667,ok,100,Enclosures,-0.750339597028949,-0.788504876784733,-1.21446291380296,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,131.010506255146,-0.749324827768202,817.029907226563,-14.040161132813,12.453216374269,1.07483326709443,-0.272734812643947,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1980,,,No deadwood,75c,-0.794358122346278,No deadwood
11,C2_3,Shrubland,"","",2023/05/18 15:59:55.753,C,2,C2,,Vegetation,24,Coniferous_forest,39,796.759582519531,39,3,2.51,42.82,21.20634799,2.606100964,0.88470408,1.135633954,-0.031105175,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,39,11,13.4139333333333,48.942275,ok,900,Enclosures,0.173155291622065,-0.817848944373631,-1.08993889817271,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,939.855441829458,0.221374534600291,817.029907226563,-20.2703247070319,17.0597609561753,0.963124619756673,-0.355195519749805,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2008,2008-08-31,2009-08-20,Deadwood,711,1.09606651941273,Deadwood
11,C2_3,Shrubland,"","",2023/05/18 15:59:55.753,C,2,C2,,Vegetation,24,Coniferous_forest,39,796.759582519531,39,3,2.51,42.82,21.20634799,2.606100964,0.88470408,1.135633954,-0.031105175,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,39,11,13.4139333333333,48.942275,ok,900,Enclosures,0.173155291622065,-0.817848944373631,-1.08993889817271,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,939.855441829458,0.221374534600291,817.029907226563,-20.2703247070319,17.0597609561753,0.963124619756673,-0.355195519749805,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2008,2008-08-31,2009-08-20,Deadwood,711,1.09606651941273,Deadwood
12,C2_4,Coniferous,Free sky: .75,"",2023/05/18 16:25:07.830,C,3,C2,,Vegetation,25,Mixed_Forest,40,813.905944824219,40,1,3.06,43.07,24.50544672,3.785936821,1.118411348,1.416389473,-0.05402628,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,40,5,13.4282766666667,48.9453916666666,ok,2100,Enclosures,1.55839762459859,-0.73708958575028,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,1992.01814067267,1.48408091496457,817.029907226563,-3.12396240234398,14.0751633986928,0.808254375251763,-0.128251051423378,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1997,1997-08-11,1998-07-20,Deadwood,75c,0.353399695864546,Deadwood
12,C2_4,Coniferous,Free sky: .75,"",2023/05/18 16:25:07.830,C,3,C2,,Vegetation,25,Mixed_Forest,40,813.905944824219,40,1,3.06,43.07,24.50544672,3.785936821,1.118411348,1.416389473,-0.05402628,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,40,5,13.4282766666667,48.9453916666666,ok,2100,Enclosures,1.55839762459859,-0.73708958575028,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,1992.01814067267,1.48408091496457,817.029907226563,-3.12396240234398,14.0751633986928,0.808254375251763,-0.128251051423378,"Bodenkomplex: Vorherrschend Gley und Anmoorgley, gering verbreitet Moorgley aus (Kryo-)Sandschutt (Granit oder Gneis),selten Niedermoor aus Torf",75c,1997,1997-08-11,1998-07-20,Deadwood,75c,0.353399695864546,Deadwood
4,C3_1,Open_Coniferous,Calamagrostis open,"",2023/05/18 11:49:36.388,C,0,C3,,Vegetation,23,Broad_leaved_Forest,41,848.220703125,41,1,3.71,42.89,23.70543942,3.73620083,1.240178026,1.736168623,-0.033529254,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,41,34,13.39569,48.94177,ok,-100,Enclosures,-0.981213319191702,-0.575467089827126,-0.829570501854918,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,848.220703125,0,11.5606469002695,0.992987306841319,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
4,C3_1,Open_Coniferous,Calamagrostis open,"",2023/05/18 11:49:36.388,C,0,C3,,Vegetation,23,Broad_leaved_Forest,41,848.220703125,41,1,3.71,42.89,23.70543942,3.73620083,1.240178026,1.736168623,-0.033529254,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,41,34,13.39569,48.94177,ok,-100,Enclosures,-0.981213319191702,-0.575467089827126,-0.829570501854918,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,848.220703125,0,11.5606469002695,0.992987306841319,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
7,C3_2,Open_Wetland,"","",2023/05/18 13:00:18.838,C,1,C3,,Vegetation,24,Coniferous_forest,42,836.619567871094,42,1,3.29,42.4,22.67439855,3.538813041,1.090471932,1.388395862,-0.037642942,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,42,20,13.39519,48.9392033333333,ok,100,Enclosures,-0.750339597028949,-0.630108431574118,-0.988055612657051,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,227.428875942155,-0.633612599305853,848.220703125,-11.601135253906,12.887537993921,0.929690255428218,-0.240452546499857,Fast ausschließlich Niedermoor und Übergangsmoor aus Torf über kristallinen Substraten mit weitem Bodenartenspektrum,78a,2013,2013-09-18,2014-06-10,Deadwood,78a,1.43364234829826,Deadwood
7,C3_2,Open_Wetland,"","",2023/05/18 13:00:18.838,C,1,C3,,Vegetation,24,Coniferous_forest,42,836.619567871094,42,1,3.29,42.4,22.67439855,3.538813041,1.090471932,1.388395862,-0.037642942,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,42,20,13.39519,48.9392033333333,ok,100,Enclosures,-0.750339597028949,-0.630108431574118,-0.988055612657051,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,227.428875942155,-0.633612599305853,848.220703125,-11.601135253906,12.887537993921,0.929690255428218,-0.240452546499857,Fast ausschließlich Niedermoor und Übergangsmoor aus Torf über kristallinen Substraten mit weitem Bodenartenspektrum,78a,2013,2013-09-18,2014-06-10,Deadwood,78a,1.43364234829826,Deadwood
13,C3_3,Mixed_Forest,"","",2023/05/18 16:51:29.126,C,2,C3,,Vegetation,23,Broad_leaved_Forest,43,857.869995117188,43,3,2.9,41.83,21.82434969,2.222956528,0.969177356,1.453429944,-0.035153274,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,43,75,13.394765,48.9326083333333,ok,900,Enclosures,0.173155291622065,-0.530018928951307,-0.365435534505812,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,946.453542720566,0.229292952638346,848.220703125,9.64929199218795,14.4241379310345,1.30456892137659,0.04081218052365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2004,2004-09-03,2005-08-30,Deadwood,711,0.826005856304297,Deadwood
13,C3_3,Mixed_Forest,"","",2023/05/18 16:51:29.126,C,2,C3,,Vegetation,23,Broad_leaved_Forest,43,857.869995117188,43,3,2.9,41.83,21.82434969,2.222956528,0.969177356,1.453429944,-0.035153274,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,43,75,13.394765,48.9326083333333,ok,900,Enclosures,0.173155291622065,-0.530018928951307,-0.365435534505812,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,946.453542720566,0.229292952638346,848.220703125,9.64929199218795,14.4241379310345,1.30456892137659,0.04081218052365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2004,2004-09-03,2005-08-30,Deadwood,711,0.826005856304297,Deadwood
14,C3_4,Coniferous,"","",2023/05/18 17:15:33.554,C,3,C3,,Vegetation,24,Coniferous_forest,44,771.971801757813,44,1,2.83,43.08,18.96332004,2.924982981,0.847593531,1.087908842,-0.025188276,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,44,17,13.3970566666667,48.9213366666667,ok,2100,Enclosures,1.55839762459859,-0.934599380439317,-1.02201670782894,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,2210.24542496404,1.74597670783695,848.220703125,-76.2489013671871,15.2226148409894,0.967526997039987,-1.09611234467515,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2013,2013-09-18,2014-06-10,Deadwood,711,1.43364234829826,Deadwood
14,C3_4,Coniferous,"","",2023/05/18 17:15:33.554,C,3,C3,,Vegetation,24,Coniferous_forest,44,771.971801757813,44,1,2.83,43.08,18.96332004,2.924982981,0.847593531,1.087908842,-0.025188276,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,44,17,13.3970566666667,48.9213366666667,ok,2100,Enclosures,1.55839762459859,-0.934599380439317,-1.02201670782894,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,2210.24542496404,1.74597670783695,848.220703125,-76.2489013671871,15.2226148409894,0.967526997039987,-1.09611234467515,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2013,2013-09-18,2014-06-10,Deadwood,711,1.43364234829826,Deadwood
5,C4_1,Coniferous,"","",2023/05/18 12:27:12.102,C,0,C4,,Vegetation,24,Coniferous_forest,45,864.240234375,45,1,3.89,41.81,27.86122787,3.39051093,1.174869666,1.720718892,-0.037608884,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,45,37,13.3925674047277,48.9428087780058,ok,-100,Enclosures,-0.981213319191702,-0.500015104956668,-0.795609406683032,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,864.240234375,0,10.7480719794344,1.14731970499797,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
5,C4_1,Coniferous,"","",2023/05/18 12:27:12.102,C,0,C4,,Vegetation,24,Coniferous_forest,45,864.240234375,45,1,3.89,41.81,27.86122787,3.39051093,1.174869666,1.720718892,-0.037608884,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,45,37,13.3925674047277,48.9428087780058,ok,-100,Enclosures,-0.981213319191702,-0.500015104956668,-0.795609406683032,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,0,-0.906551274139096,864.240234375,0,10.7480719794344,1.14731970499797,-0.0869031565245365,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,1980,,,No deadwood,711,-0.794358122346278,No deadwood
6,C4_2,Deciduous_Forest,"","",2023/05/18 12:36:04.392,C,1,C4,,Vegetation,23,Broad_leaved_Forest,46,850.252014160156,46,1,3.16,42.72,20.36402745,3.110922659,0.909145856,1.531880865,-0.038210268,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,46,36,13.390535,48.942895,ok,100,Enclosures,-0.750339597028949,-0.565899615779358,-0.806929771740327,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,73.5165815070039,-0.81832361064796,864.240234375,-13.988220214844,13.5189873417722,1.01577581520968,-0.272047337143116,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2007,2007-09-16,2008-08-31,Deadwood,711,1.02855135363562,Deadwood
6,C4_2,Deciduous_Forest,"","",2023/05/18 12:36:04.392,C,1,C4,,Vegetation,23,Broad_leaved_Forest,46,850.252014160156,46,1,3.16,42.72,20.36402745,3.110922659,0.909145856,1.531880865,-0.038210268,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,46,36,13.390535,48.942895,ok,100,Enclosures,-0.750339597028949,-0.565899615779358,-0.806929771740327,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,73.5165815070039,-0.81832361064796,864.240234375,-13.988220214844,13.5189873417722,1.01577581520968,-0.272047337143116,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2007,2007-09-16,2008-08-31,Deadwood,711,1.02855135363562,Deadwood
161,C4_3,Mixed_Forest,Soil wet,"",2023/05/19 11:12:13,C,2,C4,,Vegetation,29,Transitional_Woodland_Shrub,47,822.633605957031,47,3,2.73,43.82,21.15011211,2.713565236,0.786451737,1.044544556,-0.017424057,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,47,5,13.37905,48.94238,exclude,900,Enclosures,0.173155291622065,-0.695982305801161,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,888.548072094656,0.15980027123297,864.240234375,-41.606628417969,16.0512820512821,1.00605652069166,-0.637596883705931,Fast ausschließlich Niedermoor und Übergangsmoor aus Torf über kristallinen Substraten mit weitem Bodenartenspektrum,78a,2007,2007-09-16,2008-08-31,Deadwood,78a,1.02855135363562,Deadwood
161,C4_3,Mixed_Forest,Soil wet,"",2023/05/19 11:12:13,C,2,C4,,Vegetation,29,Transitional_Woodland_Shrub,47,822.633605957031,47,3,2.73,43.82,21.15011211,2.713565236,0.786451737,1.044544556,-0.017424057,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,47,5,13.37905,48.94238,exclude,900,Enclosures,0.173155291622065,-0.695982305801161,-1.15786108851648,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,888.548072094656,0.15980027123297,864.240234375,-41.606628417969,16.0512820512821,1.00605652069166,-0.637596883705931,Fast ausschließlich Niedermoor und Übergangsmoor aus Torf über kristallinen Substraten mit weitem Bodenartenspektrum,78a,2007,2007-09-16,2008-08-31,Deadwood,78a,1.02855135363562,Deadwood
161,C4_4,Mixed_Forest,Soil wet,"",2023/05/19 12:13:14,C,3,C4,,Vegetation,25,Mixed_Forest,48,821.53564453125,48,3,3.25,43.07,24.82463721,2.588908183,1.41223802,1.452414795,-0.045663185,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,48,49,13.36207,48.94231,exclude,2100,Enclosures,1.55839762459859,-0.701153703615087,-0.659765025995489,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,2128.70040803308,1.64811407377965,864.240234375,-42.70458984375,13.2523076923077,1.25535545112841,-0.652129194850941,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2005,2005-08-30,2006-09-07,Deadwood,711,0.893521022081404,Deadwood
161,C4_4,Mixed_Forest,Soil wet,"",2023/05/19 12:13:14,C,3,C4,,Vegetation,25,Mixed_Forest,48,821.53564453125,48,3,3.25,43.07,24.82463721,2.588908183,1.41223802,1.452414795,-0.045663185,"K, P, Mg, Ca and Na are mg/g dry weight; N and C is %",,,,,Enclosure,48,49,13.36207,48.94231,exclude,2100,Enclosures,1.55839762459859,-0.701153703615087,-0.659765025995489,Neuhüttenwiese,48,114,22.4770655586561,5.07183643267427,1.66214492135431,1.3601906440758,0.99723122960807,2128.70040803308,1.64811407377965,864.240234375,-42.70458984375,13.2523076923077,1.25535545112841,-0.652129194850941,"Vorherrschend Braunerde, gering verbreitet Podsol-Braunerde und Lockerbraunerde aus (Kryo-)Sandschutt bis Sandgrus (Granit oder Gneis)",711,2005,2005-08-30,2006-09-07,Deadwood,711,0.893521022081404,Deadwood
